episode,total_reward,avg_reward_per_decision,epsilon
234,-272278.0,-2959.5435,0.4951
235,-275524.0,-3095.7753,0.4936
236,-283125.0,-3330.8824,0.4921
237,-328260.0,-3773.1034,0.4906
238,-314704.0,-3496.7111,0.4892
239,-319259.0,-3712.314,0.4877
240,-297562.0,-3500.7294,0.4862
241,-270261.0,-2757.7653,0.4848
242,-263602.0,-2717.5464,0.4833
243,-280014.0,-3111.2667,0.4819
244,-282740.0,-3040.2151,0.4804
245,-280804.0,-3155.1011,0.479
246,-308030.0,-3540.5747,0.4775
247,-307354.0,-3304.8817,0.4761
248,-313199.0,-3559.0795,0.4747
249,-241118.0,-2679.0889,0.4733
250,-260774.0,-2997.4023,0.4718
251,-302009.0,-3595.3452,0.4704
252,-258631.0,-2722.4316,0.469
253,-319232.0,-4040.9114,0.4676
254,-264527.0,-2906.8901,0.4662
255,-285523.0,-3320.0349,0.4648
256,-283534.0,-3416.0723,0.4634
257,-290841.0,-3161.3152,0.462
258,-253983.0,-2591.6633,0.4606
259,-271759.0,-2891.0532,0.4592
260,-323019.0,-3712.8621,0.4579
261,-285116.0,-3239.9545,0.4565
262,-296319.0,-3405.9655,0.4551
263,-271714.0,-2985.8681,0.4538
264,-289217.0,-3178.2088,0.4524
265,-299218.0,-3439.2874,0.451
266,-274241.0,-2948.828,0.4497
267,-296556.0,-3332.0899,0.4483
268,-267778.0,-2760.5979,0.447
269,-300452.0,-3265.7826,0.4457
270,-253665.0,-2727.5806,0.4443
271,-300147.0,-3449.9655,0.443
272,-299831.0,-3527.4235,0.4417
273,-271200.0,-3190.5882,0.4403
274,-305688.0,-3639.1429,0.439
275,-283140.0,-3217.5,0.4377
276,-296165.0,-3219.1848,0.4364
277,-273650.0,-3181.9767,0.4351
278,-256380.0,-3088.9157,0.4338
279,-301119.0,-3169.6737,0.4325
280,-260502.0,-2801.0968,0.4312
281,-280884.0,-3228.5517,0.4299
282,-291532.0,-3036.7917,0.4286
283,-318262.0,-3315.2292,0.4273
284,-264046.0,-2640.46,0.426
285,-291609.0,-3276.5056,0.4247
286,-279793.0,-2976.5213,0.4235
287,-274440.0,-2919.5745,0.4222
288,-285742.0,-3140.022,0.4209
289,-269963.0,-3103.023,0.4197
290,-287099.0,-3087.086,0.4184
291,-255395.0,-2806.5385,0.4171
292,-286473.0,-3113.837,0.4159
293,-279103.0,-2877.3505,0.4146
294,-274134.0,-2855.5625,0.4134
295,-251716.0,-2860.4091,0.4122
296,-311828.0,-3426.6813,0.4109
297,-302797.0,-3364.4111,0.4097
298,-281576.0,-2995.4894,0.4085
299,-290202.0,-3297.75,0.4072
300,-273691.0,-3041.0111,0.406
301,-271985.0,-2833.1771,0.4048
302,-255503.0,-2661.4896,0.4036
303,-262129.0,-3083.8706,0.4024
304,-285522.0,-3103.5,0.4012
305,-274933.0,-3021.2418,0.4
306,-279019.0,-2937.0421,0.3988
307,-233276.0,-2563.4725,0.3976
308,-291862.0,-3207.2747,0.3964
309,-257620.0,-2525.6863,0.3952
310,-257752.0,-2742.0426,0.394
311,-270548.0,-2940.7391,0.3928
312,-257578.0,-2861.9778,0.3916
313,-272771.0,-3030.7889,0.3905
314,-301848.0,-3391.5506,0.3893
315,-315173.0,-3425.7935,0.3881
316,-269701.0,-2963.7473,0.387
317,-262276.0,-2914.1778,0.3858
318,-281185.0,-3124.2778,0.3846
319,-273398.0,-3106.7955,0.3835
320,-306409.0,-3562.8953,0.3823
321,-253776.0,-2643.5,0.3812
322,-247257.0,-2658.6774,0.3801
323,-231736.0,-2340.7677,0.3789
324,-280613.0,-3117.9222,0.3778
325,-260389.0,-2893.2111,0.3766
326,-288982.0,-3074.2766,0.3755
327,-248340.0,-2641.9149,0.3744
328,-312344.0,-3549.3636,0.3733
329,-251130.0,-2588.9691,0.3721
330,-288738.0,-3396.9176,0.371
331,-287018.0,-2989.7708,0.3699
332,-261066.0,-2637.0303,0.3688
333,-270197.0,-3002.1889,0.3677
334,-244675.0,-2522.4227,0.3666
335,-293000.0,-3219.7802,0.3655
336,-243337.0,-2483.0306,0.3644
337,-265055.0,-2850.0538,0.3633
338,-274988.0,-2894.6105,0.3622
339,-271099.0,-2915.043,0.3611
340,-255881.0,-2722.1383,0.36
341,-284602.0,-3127.4945,0.359
342,-295469.0,-3435.686,0.3579
343,-249154.0,-2491.54,0.3568
344,-255783.0,-2692.4526,0.3557
345,-271005.0,-2765.3571,0.3547
346,-259651.0,-2762.2447,0.3536
347,-273770.0,-2793.5714,0.3525
348,-240612.0,-2406.12,0.3515
349,-251849.0,-2543.9293,0.3504
350,-286927.0,-3118.7717,0.3494
351,-261942.0,-2593.4851,0.3483
352,-250847.0,-2435.4078,0.3473
353,-299451.0,-3254.9022,0.3463
354,-274043.0,-2978.7283,0.3452
355,-245153.0,-2501.5612,0.3442
356,-297982.0,-3274.5275,0.3431
357,-260292.0,-2769.0638,0.3421
358,-261109.0,-2691.8454,0.3411
359,-287147.0,-3054.7553,0.3401
360,-227275.0,-2206.5534,0.339
361,-244140.0,-2347.5,0.338
362,-261956.0,-2673.0204,0.337
363,-306715.0,-3407.9444,0.336
364,-276217.0,-2581.4673,0.335
365,-267859.0,-2819.5684,0.334
366,-265937.0,-2741.6186,0.333
367,-285115.0,-3065.7527,0.332
368,-253450.0,-2725.2688,0.331
369,-300534.0,-3098.2887,0.33
370,-256176.0,-2587.6364,0.329
371,-273745.0,-3008.1868,0.328
372,-247530.0,-2500.303,0.327
373,-258118.0,-2530.5686,0.3261
374,-251142.0,-2511.42,0.3251
375,-270049.0,-2784.0103,0.3241
376,-267266.0,-2699.6566,0.3231
377,-277510.0,-3083.4444,0.3222
378,-319214.0,-3395.8936,0.3212
379,-263017.0,-2858.8804,0.3202
380,-265542.0,-2578.0777,0.3193
381,-272172.0,-3058.1124,0.3183
